STARID,LABEL,1th Peak,1th Peak F.A.P,2th Peak,2th Peak F.A.P,3th Peak,3th Peak F.A.P,4th Peak,4th Peak F.A.P,5th Peak,5th Peak F.A.P,6th Peak,6th Peak F.A.P,7th Peak,7th Peak F.A.P,8th Peak,8th Peak F.A.P,9th Peak,9th Peak F.A.P,10th Peak,10th Peak F.A.P,11th Peak,11th Peak F.A.P,12th Peak,12th Peak F.A.P,13th Peak,13th Peak F.A.P,14th Peak,14th Peak F.A.P,15th Peak,15th Peak F.A.P,16th Peak,16th Peak F.A.P,17th Peak,17th Peak F.A.P,18th Peak,18th Peak F.A.P,19th Peak,19th Peak F.A.P,20th Peak,20th Peak F.A.P
NP-GJ891,1,0.5079411514230014,0.03872072252145334,0.5053444861350433,0.04108999550087484,0.4825137276453748,0.06804384349439617,0.4232918211389268,0.2152269240578931,0.4125780414708917,0.2580294444318512,0.4122832804298061,0.2592864402694488,0.4101939742147733,0.2683183703398033,0.3859560337320235,0.3882625555190352,0.3602780406333978,0.5399910396570672,0.34822215978758386,0.6152808325708384,0.3333025373291745,0.7066512119808056,0.3246982134984954,0.7563366158391553,0.3240885747703294,0.759734331048918,0.3216194008202543,0.7733057947968067,0.31928473521371703,0.7858420449909315,0.314676237412194,0.8096707931467086,0.2778219431342788,0.9462921052450906,0.2768638296585204,0.9484914609322316,0.2754532517405453,0.9516122031440962,0.2730407603502882,0.9566324235170319
NP-GJ9067B,1,0.6080036993057316,0.11913829552365708,0.5072555156056241,0.4017855678996167,0.4914773349183241,0.4626075620615608,0.474127927999145,0.5318607336402755,0.4683787780996684,0.5550365593352902,0.4678536558429897,0.5571538041938243,0.4644304562050706,0.5709482389844674,0.4567343330342276,0.6018423786081946,0.4457861100155241,0.6451849554295164,0.4436914100801713,0.6533558613917639,0.4412749072171112,0.6627215278102228,0.43039526190994104,0.7039316674775054,0.4284296496710268,0.7111843852375749,0.4271406529391247,0.7159046825278262,0.4064124085824421,0.7872737722470683,0.3975303704714501,0.8148276001415186,0.395033437961623,0.8222080989926932,0.3846469956321666,0.8511012156913823,0.3835149196564069,0.8540702268917391,0.38341668977566856,0.8543261519412275
NP-GJ91,1,0.3977663389292059,4.528917213022151e-07,0.3857615732717586,1.0421740876888109e-06,0.33670853418450764,2.6499075131651864e-05,0.3294400673324149,4.1881328726835975e-05,0.3283942013684985,4.471302623296721e-05,0.3164597517995605,9.361128529178844e-05,0.3005574261295865,0.0002452415138166145,0.2919529428419729,0.0004088746414075753,0.2856287785416348,0.0005927319875329724,0.2851178976356276,0.0006106839384457082,0.2712437673657849,0.0013607878154808571,0.2508443300198032,0.004283075844673689,0.24740741738916155,0.005176623142127689,0.2367793918805084,0.009236604608087708,0.23636142551008615,0.00944728726943667,0.2353946287776835,0.009952573152434398,0.23323846317197405,0.011175306698671098,0.23079242605638295,0.01273822460452502,0.2274124441783197,0.015248810628017626,0.22283853778030835,0.019415275046591792
NP-GJ9201,1,0.44754902755936177,0.553956493488343,0.442570375866402,0.5812111950319335,0.41085994849177104,0.7484846244360666,0.40659161474973854,0.7689904761516279,0.3981753577969923,0.8072082564031411,0.3957850314537442,0.8174710480639391,0.3930831785849672,0.8287330089611606,0.3923751733904006,0.8316232284884413,0.3831293327888504,0.8669371319123506,0.37937736738051975,0.8799322605580892,0.3718206618597169,0.9036885899574262,0.3683076903202166,0.9136260462018232,0.3645964953425405,0.9233665819456732,0.3635020031144302,0.9260920480264432,0.3625177799844964,0.92848620995792,0.3595582199247713,0.9353651497219936,0.35896821189784506,0.9366796260663433,0.34935237777289896,0.9555362136091764,0.34510443537696817,0.9624056472964718,0.3429322605809983,0.9655962974575336
NP-GJ93,1,0.017051183839128858,1.0,0.01654446676134374,1.0,0.015758190006252618,1.0,0.015329906696050772,1.0,0.015325095895101478,1.0,0.014671387733043694,1.0,0.014372830539901191,1.0,0.014122916909978234,1.0,0.014019121929578472,1.0,0.01370685787983277,1.0,0.01356883160156752,1.0,0.013300059829181695,1.0,0.01307080622656924,1.0,0.01294939373690468,1.0,0.012847128912261514,1.0,0.012701585620141616,1.0,0.012634557049823308,1.0,0.01259024232304545,1.0,0.0125288819753159,1.0,0.012510580732491472,1.0
NP-Gl105B,1,0.5179844315794528,0.1533786833468413,0.5128251845325421,0.1666833147768115,0.5127608138354249,0.16685465438510716,0.5109788997501952,0.17165057283170393,0.5071448170897699,0.18231895658953348,0.5030868718895103,0.1941366269803345,0.4858198569972261,0.25061850907378336,0.4823783890131766,0.2630867463234877,0.4630753524821056,0.3402955158244329,0.4533321447889818,0.3836461947606616,0.4481003081360507,0.4079921734449825,0.437836998315882,0.45760109223532497,0.4368048495946042,0.4627074457448372,0.4239928134027763,0.5274020846542503,0.3942213315971171,0.6795421240413796,0.38793472639767546,0.7103103929050107,0.3857727188684182,0.7206726614470622,0.3848903918991389,0.724865519096874,0.3837383944980972,0.7303069573696936,0.3678785555634219,0.8007602854132317
NP-Gl191,1,0.990909476395494,9.808697736468987e-230,0.9902238262144956,3.90465781532218e-226,0.9861063144898664,9.831382698255359e-209,0.9612084282980272,6.636488729586577e-158,0.8885727730291739,1.1113192117101077e-105,0.7128434077045965,7.35434992208138e-59,0.5189436478705919,2.2000440497580982e-33,0.5150584239561717,5.483467389366101e-33,0.42738472088419704,8.439809262661507e-25,0.4118842923953833,1.7405897138879738e-23,0.33237976139209474,2.963126552539628e-17,0.283788659313115,8.237180299271657e-14,0.27505559010351144,3.228751064989378e-13,0.2448381094295777,3.2033616173384034e-11,0.22115409041890013,1.029040724213344e-09,0.22059940977666895,1.1146404890249775e-09,0.219240766407904,1.3552623677188885e-09,0.21755524735810974,1.7262963830751586e-09,0.21713938709406932,1.8323433098902166e-09,0.2054969451182136,9.592116962316535e-09
NP-Gl203,1,0.3695036975483692,0.9994593105048528,0.3442070847600225,0.9997627343347208,0.3237329339405483,0.9998799519806456,0.29162674096752866,0.9999591921505646,0.2909127691150523,0.9999601585421172,0.2904015359831197,0.9999608362665476,0.28864641045095984,0.9999630754226708,0.2705299575535445,0.999979813552934,0.2696515433082922,0.9999803912888936,0.2639488749550468,0.9999837484222,0.2504253202217303,0.9999895245457114,0.2503801496565757,0.9999895397205876,0.2450602346811897,0.9999911733105016,0.2435047875190496,0.9999915977641644,0.24335108310376066,0.9999916385038288,0.24227334458696664,0.9999919182723824,0.2418245361767064,0.9999920317963192,0.24153679987223897,0.9999921036746232,0.23983826316107626,0.9999925139966424,0.2381843077449931,0.999992891505826
NP-Gl250B,1,0.6660036186193968,0.4141476658295588,0.6440505819383785,0.5036582317194626,0.6071478153455201,0.6538536358881988,0.6055548198835811,0.6600662204440453,0.5970011679065731,0.6927637026157394,0.5816580935758443,0.7480658846812871,0.5685512320029081,0.7911954259690834,0.5656545030319509,0.8001559294093864,0.5453041258548829,0.8568077943230172,0.518502845455233,0.9140344670160868,0.5108808437302141,0.9267987131562772,0.5018378742019229,0.9400696615539732,0.501150426096,0.9409988797483388,0.4951872399388953,0.94860784208891,0.4941850686387317,0.9498090295343318,0.4924925056813567,0.9517884540661232,0.4919674828718953,0.9523900248389708,0.48927739302118706,0.9553815459761632,0.4835493409833788,0.9612617737779728,0.4768610270682468,0.9673333264931042
NP-Gl341,1,0.2782718903573445,0.5523496864789659,0.2633122740592204,0.6661346220765599,0.2496329033491552,0.7647906448011118,0.2483670927420263,0.7733489880925314,0.24623430261435897,0.7874855555637221,0.23782876889211935,0.8392545721757726,0.23297327568266796,0.8659025562479141,0.229428236032597,0.883700594360376,0.22587743418554845,0.9000670621262652,0.21282927802377646,0.9474740231455402,0.21217988689526487,0.9493232335817662,0.21207776626468489,0.949609824806999,0.2104752424510901,0.953959046956064,0.20954892880962064,0.956347762413027,0.20843353604964812,0.9591047084925776,0.20762520013499036,0.961022582541376,0.20732987288560772,0.9617067254750608,0.2016996195364077,0.9731341694290916,0.20155696161676387,0.973385709500334,0.1999256202047596,0.9761370471984286
NP-Gl357,1,0.22141927397154967,0.3376685530321297,0.21345605284546476,0.4049467829691241,0.2120452836021194,0.4176122734867855,0.2016407059935171,0.5167072380672736,0.19519374547672064,0.5816028855402259,0.19419860787378285,0.5917312868658504,0.18882135496635605,0.6464625418643208,0.1881494323382599,0.6532656188232808,0.18664386728348048,0.6684476552570341,0.17619503636229936,0.7693212799949977,0.17159181592947062,0.8097315860958378,0.17098960344383352,0.8147742665817447,0.1706275935831484,0.8177762497513872,0.16870195217540065,0.8333614029948946,0.1647483030486769,0.8632035054598513,0.1633868699075193,0.8727662391297852,0.1628549366995734,0.8763993507871831,0.16249866363393214,0.8787998863438686,0.16142830448542686,0.8858520772050883,0.16115265551430474,0.8876291217499378
NP-Gl358,1,0.5842129845414812,9.337331106140892e-05,0.5658714245280357,0.00019143416592409,0.5464090795030585,0.00039645890567783885,0.5260855510457382,0.0008194556916717048,0.5260813676800717,0.000819575380704906,0.4838225102354598,0.003354073959208701,0.46887869580284997,0.005358820353652755,0.4638839835383951,0.00624695696428245,0.4618131923960014,0.00665389522019106,0.4470469019866354,0.010353517331723187,0.43780626599893024,0.013559229399978485,0.4121499803827771,0.027893013227096995,0.4120816474421756,0.027945134522938155,0.40679829235894,0.032256017356955886,0.3902114265550665,0.05003009584750402,0.3741009078265002,0.0753110599617588,0.3639157665879171,0.09662424803719444,0.3402759850708146,0.167029329056275,0.3188870256667513,0.2624239817587679,0.315777444983449,0.2791289758095702
NP-Gl367,1,0.6401228902344716,1.3245893793615202e-10,0.5875659342743345,6.6117707545631605e-09,0.5785850204349219,1.225423847640826e-08,0.5625361855695987,3.5720769790792575e-08,0.553098463133702,6.577706211930523e-08,0.5506733122115166,7.67860688989145e-08,0.5440935926910772,1.1635028137198108e-07,0.5414672593408504,1.3710820440190036e-07,0.535244213351201,2.0152855679767553e-07,0.5311615792872969,2.5871993333035783e-07,0.5235471164580691,4.098318535922917e-07,0.5217816804326925,4.554646241937623e-07,0.5203294271607214,4.966375409312368e-07,0.5168827207822648,6.092198286979436e-07,0.5089495570645897,9.695123015750069e-07,0.5040729351242363,1.285065785042187e-06,0.5006209812500678,1.566020765200773e-06,0.496712422954276,1.955644141138181e-06,0.4959259218811911,2.044620585239348e-06,0.4913003195939592,2.652326149144005e-06
NP-Gl382,1,0.4959270735471664,4.20228962774012e-20,0.4840926086385017,2.4790115852001265e-19,0.4747748603804439,9.741797227629586e-19,0.4738435160892691,1.115471114892655e-18,0.4708352138990594,1.724759743118051e-18,0.4611202941975852,6.9274254825631985e-18,0.4561158556609316,1.4038644862311185e-17,0.4556318330419456,1.5025937828103473e-17,0.4542399838926782,1.8262912653005587e-17,0.4523635822454044,2.3738223846553944e-17,0.4523362065091936,2.3829048719378637e-17,0.4517903586717925,2.5713299658878228e-17,0.4515123738445057,2.672864451772816e-17,0.4507657678202549,2.9655585207140844e-17,0.4502931569811899,3.166954422124162e-17,0.4500614811382996,3.270550258688362e-17,0.4493694027932739,3.600346104515944e-17,0.4469036329734578,5.064840588319315e-17,0.445102546511179,6.492433941218982e-17,0.4431021487785474,8.546065888935958e-17
NP-Gl406,1,0.19102699929706632,0.7052536912506342,0.182636972772797,0.788633378747742,0.17116322111375487,0.8831738284355339,0.1670244310419886,0.9100351700804366,0.1650211888715125,0.9215372482014728,0.1597255093160587,0.9472517266449164,0.15788352155522284,0.954646917183964,0.1569666186947219,0.9580430315929912,0.1561965011550625,0.9607528936960036,0.15618805698355187,0.9607818953848178,0.15234594652940606,0.9724456707386718,0.15132295383741315,0.9750623971293184,0.15105210228703225,0.9757228873620976,0.14998278644301274,0.9782024861375608,0.14816107102238646,0.9819775314014813,0.14734176559484408,0.9835011562982112,0.1454579514349632,0.9866248893491196,0.14480765671549128,0.9875877304359458,0.14217433967503126,0.9909398569697012,0.14070569854871914,0.99246559960554
NP-Gl413.1,1,0.4997252633941535,0.4690179082937813,0.4616270534342597,0.6385883922545768,0.4606861827923304,0.6427152771407452,0.4593561363106829,0.6485321168536136,0.4484463699793573,0.695316340516405,0.4430278035313084,0.7177862298087366,0.4320684619111823,0.7612302321620527,0.4294679938936206,0.7710893425996455,0.4163195108080921,0.8178983457205522,0.4162324347152805,0.8181902899646873,0.4118849321869371,0.8324466231550554,0.4113567040231893,0.8341355138458977,0.4096833920439996,0.8394226753968067,0.4084920767213212,0.8431282006407097,0.3777724635815979,0.9212060823861667,0.3768772545622938,0.9229759198993344,0.36878912277642734,0.9377232617483432,0.3625298091903917,0.9476528896165972,0.3577691797514736,0.9543844727238584,0.3402304920995198,0.973687216498906
NP-Gl438,1,0.06224620095842525,0.9999999999941012,0.06001169590672373,0.9999999999959532,0.05491462666790902,0.9999999999981902,0.0541409991607838,0.9999999999983856,0.052862517063566435,0.9999999999986564,0.05259519793033101,0.999999999998706,0.052411934437392144,0.9999999999987388,0.05179171133097321,0.999999999998842,0.04936787976970573,0.9999999999991565,0.047757121066508514,0.9999999999993052,0.04721268306811665,0.9999999999993472,0.04718926427794,0.9999999999993491,0.04681880161964061,0.9999999999993754,0.04679320087854762,0.9999999999993772,0.04607174076007687,0.999999999999424,0.04596010910219228,0.9999999999994308,0.04582627406896565,0.9999999999994388,0.04497031855577488,0.9999999999994856,0.043499831457406414,0.9999999999995524,0.04347947744850841,0.9999999999995532
NP-Gl447,1,0.4874730191645312,1.9684970059717637e-21,0.4617798772907107,1.0838026818076831e-19,0.4453369787500866,1.2743806881158412e-18,0.4334019956888674,7.280911939111902e-18,0.4116397930853569,1.5899695185976895e-16,0.39971362252392,8.203769460291739e-16,0.3910024328252653,2.663427468907491e-15,0.3818144164905311,9.053260923460964e-15,0.3690908388740819,4.779784835395334e-14,0.3683926321229693,5.2315058976714137e-14,0.3651287834741132,7.96834311472811e-14,0.364190580146166,8.989152092871597e-14,0.362347202493779,1.138533828020302e-13,0.3425232905291165,1.3837807898359276e-12,0.3376530537124372,2.525726691790027e-12,0.3339174070514059,3.994685707199973e-12,0.32299967936707497,1.50239960636659e-11,0.3204263130502735,2.0463674133567397e-11,0.31770620594795196,2.8330904457569017e-11,0.31500779532297,3.9068973412119336e-11
NP-Gl452.1,1,0.3188420321681807,0.9993179044659606,0.3053823360760746,0.9996193695327258,0.2688215026479429,0.9999301061577692,0.2588608422349718,0.9999569834151172,0.2322305695127731,0.9999886428301036,0.2286755607109812,0.9999905163007256,0.22347977447208356,0.9999927166844129,0.21283314399398434,0.9999957621236736,0.20445598462160086,0.9999972292888468,0.20256100750918007,0.9999974823949896,0.20031742014470744,0.9999977518499876,0.1983248537838693,0.99999796641672,0.17962047825840852,0.9999991943953834,0.17702145369591976,0.9999992894819048,0.1705861942624472,0.9999994771078284,0.16829923567442429,0.9999995303042476,0.16574894239151453,0.999999582788893,0.15661797513198414,0.9999997239389248,0.1527200013002105,0.999999767138422,0.14859074788476115,0.9999998046605544
NP-Gl465,1,0.0117190277254713,0.9999999905356978,0.011513850645296987,0.9999999896110376,0.010542975963439056,0.9999999835084256,0.010049690929842849,0.9999999788470788,0.01000193638863292,0.9999999783195196,0.009342826892366192,0.99999996922952,0.00905085798284649,0.9999999638396988,0.008560264701552384,0.9999999521321729,0.008421195643376513,0.9999999480565018,0.008402124729255814,0.9999999474670656,0.008265245060720934,0.9999999430035108,0.008233668233458407,0.9999999419129068,0.008116864306439223,0.9999999376651484,0.008001579538807941,0.9999999331193906,0.007949977325934622,0.9999999309622576,0.00789635349312132,0.9999999286356179,0.007681436523374624,0.9999999183631983,0.0076148459095018535,0.9999999148435956,0.007587250133774122,0.9999999133343279,0.0075759577380404095,0.999999912707908
NP-Gl486,1,0.3311322958425682,0.9999067987492424,0.31507571512138044,0.9999529058685592,0.27973765444963056,0.9999899533618212,0.2700526966633987,0.999993455616186,0.2658777844913917,0.9999945600149918,0.2648167749199413,0.9999948095592928,0.2586246493531285,0.9999960527104449,0.22763160892702985,0.999998977341748,0.21685250958335914,0.9999993509938582,0.2161420776279341,0.9999993699007336,0.2158129506381978,0.9999993784605612,0.21567855090278185,0.9999993819203341,0.20972674883202166,0.9999995162712242,0.20848058137869,0.999999540215276,0.20785030670096294,0.9999995518359276,0.2077118472960978,0.9999995543460238,0.20685127743539228,0.9999995696101808,0.20651602425159188,0.9999995754026648,0.206470792158074,0.999999576177694,0.2014234771242472,0.9999996537145333
NP-Gl569A,1,0.44453303775684266,0.3053310198246157,0.4302387315195244,0.3737863110508005,0.4273614805304805,0.3885036012624615,0.4260186221934975,0.3954713753042042,0.4072413238699131,0.4984740112428384,0.3857923415554951,0.6230983136434661,0.3808637016853157,0.65161446857763,0.3806857928847607,0.6526374712975394,0.3605713031952893,0.7630176021180533,0.3596567882091634,0.7676937485477163,0.3585613054066399,0.7732454539489771,0.3567797948495797,0.7821541100667262,0.3551685572272808,0.7900788959307214,0.3522809693121214,0.8039516923321088,0.3502497992895444,0.8134451507061418,0.3498428184734895,0.8153201566796187,0.34915042344109004,0.8184888775007758,0.3470853893634929,0.8277780097000367,0.3395891682006629,0.8593690202417057,0.33497379232523866,0.8770731048803859
NP-Gl618A,1,0.9183593414064932,7.314510003466313e-08,0.9069873353514322,2.2026871297201894e-07,0.8660214791297098,4.790063185301146e-06,0.7467211323686325,0.0009984772495372325,0.6682326446944483,0.009338776542042052,0.654012826992724,0.013175735048247459,0.5254435307928996,0.1602844657647377,0.5239309165753248,0.16408413925281004,0.5207778368438996,0.1722206420329228,0.4886885861677226,0.27224398940022776,0.4645098831389039,0.3681070207399665,0.4571377257043736,0.4004421082315709,0.4536292692826343,0.4162657896652901,0.4475515424368028,0.44426727623639467,0.43764100410136797,0.4912609790535363,0.435292295318708,0.5025888747414382,0.3905032550869088,0.7181854776852789,0.374271965530518,0.7879218912071482,0.3710429886754078,0.8007635256873101,0.3568496000211654,0.8523870332021225
NP-Gl628,1,0.1912678231140469,3.5586553287510354e-06,0.1911685121465178,3.599255234294848e-06,0.18925655782408907,4.47642019662712e-06,0.1869222072951744,5.837609951869966e-06,0.1749430901890444,2.249593279276913e-05,0.16725802667902154,5.282720112625662e-05,0.16498288036388525,6.789808594552971e-05,0.16099799682212548,0.00010518009909898056,0.15531221354041785,0.0001955692685814116,0.15477587539696155,0.0002072994592285849,0.15471945870905884,0.00020857298883237584,0.1529492152072913,0.0002527038636136694,0.14168530497304946,0.0008473025260795984,0.13801382810430898,0.0012515059463981222,0.13636862533174565,0.0014894829768014213,0.1354904695296372,0.001634225698768381,0.13436750534735584,0.0018396585266884167,0.13330911701332945,0.00205647321567374,0.12849282596882106,0.003406286828399329,0.1280954421732154,0.003550478914377547
NP-Gl643,1,0.6577636689411192,0.8226501717815351,0.6415110248881779,0.8597405487258383,0.6020713637272356,0.9261787659333982,0.5841239133322789,0.9467145247998312,0.5746865536273303,0.9554843764805993,0.5469188360701224,0.9746255309459884,0.5464110530517647,0.9748963384473384,0.5276082749998022,0.9833134399789842,0.5170576534788817,0.9868532491636602,0.5083176294085653,0.9892621207623676,0.5075846458514178,0.9894449316811632,0.5002285194523678,0.9911305439275144,0.4974229139708244,0.9917065478475796,0.4967282745311658,0.9918438268685362,0.4886386253688193,0.9932974873823254,0.4882053938501934,0.9933682269278588,0.4879531531518991,0.9934090991799848,0.4851823389966878,0.9938431744019618,0.4829863013685391,0.994168453153288,0.4793056371561824,0.9946785068027776
NP-Gl680,1,0.9265700870128748,1.0957871427479902e-18,0.9237803437902232,2.1407765472437773e-18,0.91365735392892,2.009365442280264e-17,0.8879577753305441,2.1564942492847e-15,0.8526470045549454,2.928303424559837e-13,0.839624423122052,1.3345413529761155e-12,0.7896625650128741,1.706618879935721e-10,0.6458734695231173,1.8246202090617424e-06,0.6361019289478828,2.9557546821011e-06,0.6208092727553204,6.1266571215222525e-06,0.6035134303315804,1.3483504734193505e-05,0.593310872262135,2.1122134001789806e-05,0.5101169876171725,0.0005584374344431599,0.4772372814284268,0.0017384737348866738,0.4657978430315188,0.0025350152005097835,0.3918381222444014,0.02375075532058546,0.3856333024592051,0.02822248873326557,0.3844973333274266,0.029120595754601294,0.3811196495762331,0.031948394907416466,0.3714830961418189,0.04145546107582865
NP-Gl693,1,0.0015204949975952046,1.0,0.0015165659825212238,1.0,0.0014463063181398836,1.0,0.0014444371433179465,1.0,0.0014105689889309025,1.0,0.0013821851207447395,1.0,0.0013813049136543474,1.0,0.0013527508481294436,1.0,0.001346463905338894,1.0,0.001338231827624197,1.0,0.0013105412237809993,1.0,0.001298834524543373,1.0,0.0012625916571151878,1.0,0.0012271604013406965,1.0,0.001221061803715119,1.0,0.001188520526605225,1.0,0.0011813927177978095,1.0,0.001172226832226111,1.0,0.0011696256861609675,1.0,0.0011607365821515365,1.0
NP-Gl699,1,0.9757364418463612,5.264776433635891e-264,0.9719376082944342,1.4969263120153752e-253,0.9527127421303002,4.7466050250500955e-216,0.8790244734198507,1.4969073937214651e-148,0.6470804815563845,1.1549785170466305e-71,0.5438490716390514,2.9307842418704207e-53,0.4857954348835122,1.1298088749472248e-44,0.4837396848126329,2.182051798098582e-44,0.4823973957023487,3.3488669477614797e-44,0.4738330425555327,5.018188644728713e-43,0.399655142205906,1.3898396377210519e-33,0.3591968937528181,6.417767249820277e-29,0.35271765724804205,3.3614502286594825e-28,0.32904927951242674,1.2380196450550045e-25,0.3274721050691977,1.821550893509224e-25,0.3247815414243339,3.5125926025092467e-25,0.3176096229926257,1.9961409123638776e-24,0.3122604726916798,7.206582487712212e-24,0.29673713167282817,2.824663852153591e-22,0.29436262191416906,4.914692070166694e-22
NP-Gl701,1,0.23519585492781636,2.457187332987306e-06,0.233875807466844,2.7886103384827748e-06,0.22586730268749866,5.9778542987344225e-06,0.22312372895990826,7.746880358311204e-06,0.22281223880226605,7.977759392903102e-06,0.22194733186820045,8.654963254184004e-06,0.21460877738958287,1.7208662346339554e-05,0.21426534798437075,1.7768029684724798e-05,0.2141482728259891,1.7962780380307855e-05,0.21251449546734516,2.091019658899747e-05,0.20209354471324512,5.4657317833217876e-05,0.20135132656865984,5.849704561249641e-05,0.19989983074611065,6.678925526224153e-05,0.19629408787518612,9.272824387021503e-05,0.1942926866671868,0.00011117199322521949,0.19408561664191112,0.0001132748979815181,0.1915521451181844,0.00014239993475730154,0.19102413692160689,0.0001493398725459157,0.18686718139335315,0.0002169363722538621,0.1868160327250367,0.0002179322948920946
NP-Gl729,1,0.11606581450389172,0.9897952637113984,0.11380647756788992,0.9931502721494601,0.11380644445109198,0.9931503137575156,0.11039694092851617,0.996472139147944,0.10886496100424538,0.9974491661789824,0.10828198066625754,0.9977554224094499,0.1080974707902154,0.9978456109188756,0.10628263213449446,0.9985806502560228,0.1061925537239585,0.998610681924588,0.1058856886340518,0.9987089307601796,0.10185044725963636,0.9995427161189132,0.10177158292626594,0.9995525352959254,0.09953072288131096,0.9997642947733488,0.09769329340960416,0.9998656315076648,0.0975953750600655,0.999869720909775,0.0975624136693502,0.9998710721632024,0.09578673457280563,0.9999277059985512,0.09568284550696933,0.9999301847928712,0.09394201519237673,0.9999617750830252,0.09354686627890943,0.9999668183298126
NP-Gl754,1,0.2781572397196079,3.5704660892571526e-11,0.2628092323926037,2.6713085549202416e-10,0.245807142773795,2.3591486474283555e-09,0.24468081264388564,2.7203486280135186e-09,0.2261392334253298,2.7488933836726225e-08,0.2217577016583803,4.707131235662743e-08,0.2159113614244508,9.5993206322153e-08,0.21515427810999727,1.0522871830530524e-07,0.20838033946910048,2.3835436311426272e-07,0.20248824956134426,4.823798489375186e-07,0.19249312921712197,1.5743103777533718e-06,0.19110730683132374,1.8524947036527744e-06,0.1903170683670247,2.0323231464498125e-06,0.18110516701822074,5.940202910586111e-06,0.17455560073883994,1.262982658793499e-05,0.17384972951777114,1.3693884505096965e-05,0.1686010214639773,2.4926687542965586e-05,0.16560032402256727,3.503771931704835e-05,0.16529185997597404,3.628286983426165e-05,0.16491128414242695,3.787946754389399e-05
NP-Gl803,1,0.4518301257007366,0.0010977726458504997,0.39907171161563065,0.007417632539451323,0.32640189470419684,0.07540263777529893,0.3123382374887382,0.11271888243347443,0.2915659881669131,0.19677754458898888,0.27961854703429995,0.2646888631538952,0.27370813385954706,0.30415593127021634,0.2673859905792083,0.3506931407148556,0.2619133027091609,0.394432993222714,0.2598953682975324,0.41131801913184224,0.2583810276992412,0.4242400553288506,0.2565285919778476,0.4403250213501495,0.25607996983549,0.44426459889110415,0.25165136005715505,0.4839993003619858,0.25103410954330296,0.4896490494816522,0.24789690777241996,0.5187221539146861,0.24650790633633995,0.5317615119697385,0.2391480218741668,0.6019279558770328,0.2357586386967145,0.6344343553872086,0.23353197096076064,0.6556897593472533
NP-Gl846,1,0.3656862215254306,0.0052452562403468295,0.34607915290125324,0.011058387103017795,0.34537634899492675,0.011352274845849266,0.34191445943237764,0.012911297773626774,0.3182664943726359,0.030377502802499925,0.3165644337250143,0.03225423192863177,0.3022628959289381,0.052878619016408376,0.2966124829599519,0.06397078621725732,0.28799128430780824,0.08503999737240461,0.2868979285127465,0.08811930905363143,0.286852549370232,0.08824925755085064,0.2865675715664913,0.08906927421414422,0.2795265109131973,0.11162258562050956,0.27244533305189705,0.13925168738133292,0.2621883142283046,0.18959627829453535,0.2616794028272668,0.19244528619258286,0.2571822223940268,0.2191677717020603,0.254035024316811,0.2395695220489153,0.25016045367873224,0.2666718286447061,0.2497685168009051,0.26953712686099185
NP-Gl877,1,0.7097889883931753,7.681938745752482e-10,0.6788642203408805,6.627057146600629e-09,0.6544121607010643,3.152148850962299e-08,0.617137027177693,2.769356972942721e-07,0.6118932039435202,3.6945119913555775e-07,0.6012785700136781,6.542219547536541e-07,0.5945285699109756,9.333371994360388e-07,0.5881259268229937,1.3001462974935409e-06,0.5285360230805709,2.252375826676492e-05,0.5173777636947808,3.6850835148212895e-05,0.4974827431970427,8.61316342038951e-05,0.4903197995117465,0.00011592633922394978,0.4892695039434182,0.00012104304205946285,0.46575183438007,0.00031089914676358496,0.4614645011711,0.00036748901159377117,0.4351820284804689,0.0009939807569785343,0.38697547778183816,0.0054427176264385466,0.3300489182193148,0.03345449246893623,0.327708191947187,0.03588736974912931,0.3257263759431785,0.038073930219060144
NP-Gl880,1,0.1618967825586231,0.00482927640114906,0.15900406678628307,0.006045906746275438,0.15757232638380528,0.006754278502302387,0.15624841856902072,0.007481090017448089,0.15494338278356876,0.0082720909550175,0.14892379171231615,0.01310940047008808,0.14742667560327832,0.014687536842169882,0.1467287997891657,0.015484898117847113,0.14539974942629258,0.017121357791839046,0.14469080892708053,0.018061736445590303,0.1444715973688327,0.01836252330942906,0.1435215643200266,0.019723208549428002,0.14115257996692648,0.02355552354997581,0.14054062535702475,0.024657072728646503,0.13846227813498374,0.02878213941557665,0.13476374513975162,0.037821731694742775,0.13416486394789898,0.039521023045735626,0.13390734173428984,0.040273998239426095,0.12930386942619726,0.05628216196559828,0.12921778527780958,0.05663255437788822
NP-Gl908,1,0.3643351520659527,1.2030056011413205e-05,0.3508822527737951,2.700056525228998e-05,0.31966990596732275,0.00016474008990592258,0.2834969794765107,0.0012001358496095244,0.2738499417142129,0.001999782263993039,0.2615993787146067,0.0037815526270859696,0.2573595247074659,0.004700539515358714,0.2570846057206029,0.0047670629524120605,0.2496285188785211,0.006961511431147944,0.24699569460709395,0.007948314419835194,0.2433905723546133,0.00952092047235108,0.2405602375796136,0.01096177751878908,0.2385784798970214,0.012093356434853677,0.23470729068087656,0.01463656119076628,0.2295353749045895,0.01884628434890517,0.22329339246509536,0.02548020955974889,0.2221494594234411,0.02691645466220073,0.2213930287187083,0.02790823903224072,0.2206034163208008,0.028980636805841564,0.21830361730066694,0.032332137496341916
